         73065575 function calls (72108445 primitive calls) in 193.787 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      775    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1031(get_hatch_path)
     3310    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:960(get_agg_filter)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend.py:1141(_get_anchored_bbox)
      792    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1773(__array__)
       39    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:237(__set_name__)
      100    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:33(seterr)
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:139(store_item)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/hdu/hdulist.py:1026(close)
     3894    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:491(_get_text1_transform)
       99    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:283(<genexpr>)
     3310    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:933(get_rasterized)
       63    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:110(_weak_or_strong_ref)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:2907(op_POP_JUMP_FORWARD_IF_TRUE)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:1187(make_none)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:732(safe_masked_invalid)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:422(apply_aspect)
      208    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:1094(get_default_size)
       90    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1493(__or__)
     2486    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:65(<genexpr>)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/config/configuration.py:488(_validate_val)
     2240    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1758(<lambda>)
      374    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/dispatcher.py:57(__len__)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/funcdesc.py:117(llvm_cpython_wrapper_name)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/annotations/type_annotations.py:56(__init__)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:1017(get_yaxis_text1_transform)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:1086(_get_anchored_bbox)
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:482(pack_value)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
     1656    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/_utils.py:64(set_metadata)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/hdu/base.py:85(_hdu_class_from_header)
     1318    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1755(have_units)
     2696    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:880(get_targets)
      341    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/module.py:145(get_unique_name)
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:1126(_set_position)
      414    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:428(dfs_rec)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:101(resize)
     2486    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:114(<listcomp>)
     3074    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:1874(backbone)
       61    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:626(translated)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:286(is_valid)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:682(get_w_lims)
     2847    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/misc.py:144(key)
       22    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/ma/core.py:1545(_shrink_mask)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:222(_in_loops)
      719    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:1057(_expand)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:274(clear)
     2646    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:541(locator)
       70    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:1181(set_position)
     3852    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1367(depth)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:2499(op_FOR_ITER)
       68    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:317(ymax)
      974    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:562(__init__)
     1745    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:953(entry_basic_block)
     2300    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:514(<listcomp>)
     2378    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:78(<genexpr>)
   423/69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:639(_dfs_rec)
     1298    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1014(minposx)
      230    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/ffi.py:278(__str__)
     3172    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/abstract.py:491(initial_value)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:494(_get_text2_transform)
     2652    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/heapq.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:2243(mpl_connect)
     1537    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:119(args)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:716(__init__)
       42    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2100(clip)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/context.py:76(finditer)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:2306(mpl_disconnect)
      192    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2222(transform_non_affine)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:747(_set_order_of_magnitude)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2398(_update_offset_text_position)
     3657    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/ffi.py:346(_dispose)
     3102    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:368(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/contour.py:1172(_autolev)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:1335(__init__)
      122    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:371(op_PRECALL)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/itanium_mangler.py:179(prepend_namespace)
       60    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:356(__setitem__)
       37    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:229(_connect_picklable)
      212    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
     1266    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/card.py:1317(_pad)
     2486    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:70(<genexpr>)
     1970    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/bytecode.py:94(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:896(get_proj)
      138    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:1147(__init__)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend_handler.py:77(_update_prop)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2251(add_collection)
      373    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/targetconfig.py:114(setter)
      152    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:427(__setitem__)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/executionengine.py:65(get_global_value_address)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend_handler.py:83(_default_update_prop)
     1832    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callconv.py:60(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/random/generator_core.py:1(<module>)
     3450    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler_machinery.py:143(get_required_set)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:379(wrapper)
      156    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2897(_interval_contains_close)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:1002(infer_constant)
     3660    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
     1625    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       60    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:2206(_g_sig_digits)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:1043(get_yaxis_text2_transform)
      142    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:819(set_figure)
     1306    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:790(get_scale)
      115    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:36(lookup)
       42    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/colors.py:409(to_rgba_array)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:5270(_fail)
      388    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:1203(set_y)
     2736    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:1064(align)
       78    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     1353    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2308(get_matrix)
      667    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:912(is_pointer)
      134    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:1041(set_fontfamily)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callwrapper.py:129(<listcomp>)
      630    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:63(__str__)
